postnum	tweets	likes	bin_tweet	bin_like	diff_tweets_likes	prop_tweet	prop_like	comments	title	date	graphics	length	videos	gradelevel	johnsides	henryfarrell	joshuatucker	larrybartels	andrewrudalevige	andrewgelman	jamesfearon	erikvoeten	sarahbinder	ericachenoweth	danhopkins	nolanmccarty	gregorykoger	jonathanrobinson	vanessawilliamson	jasonlyall	hansnoel	suzannemettler	paul	laynamosley	catiebailard	presidency	potpourri	environmentalpolitics	war	comparativepolitics	publicopinion	blogs	politicalscienceandjournalism	campaignsandelections	politicaleconomy	legislativepolitics	graphiti	politicalparties	law	experimentalanalysis	othersocialscience	policy	media	foreignpolicy	internationalrelations	internationalsecurity	methodology	electoralfraud	institutions	frivolity	tedmccaggcartoons	academia	electionreports	immigration	judicial	itandpolitics	data	violence	politicseverywhere	bureaucracy	obituary	sports	politicalscience	protest	housekeeping	senateprocedure	newsletters	healthcare	politicalsciencenews	education	science	musicandotherpopularculture	transitions	politicaltheory	thisweekinpoliticalscience	generalpolitics	interestgroups	methepeople	valid	tweetLike	logtweetlike	has_graphics	smoothtweet	smoothlike	smoothtweetlike	logsmoothtweetlike	loglength	tweetrating	tweetsandlikes	nographicslikes
808	19	48	0	1	-29	.2835821	.7164179	1	"Red Brain, Blue Brain"	"5/24/2011"	1	213	0	14.09525	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.3958333	-.4024876	1	20	49	.4081633	-.3891661	5.361292	-.3891661	1	
25	10	12	0	1	-2	.4545455	.5454546	6	"Electoral Fraud in Russia: Report from the Russian Blogosphere"	"1/27/2012"	4	781	0	13.0268	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.8333333	-.0791813	1	11	13	.8461539	-.0725507	6.660575	-.0725507	1	
289	8	14	0	1	-6	.3636364	.6363636	0	"Post-Election Report: Argentina"	"10/31/2011"	3	935	0	13.45769	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.5714286	-.243038	1	9	15	.6	-.2218487	6.840547	-.2218487	1	
827	3	13	0	1	-10	.1875	.8125	9	"The Political Ideologies of Cabinet Officials"	"5/16/2011"	2	387	0	12.42192	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.2307692	-.6368221	1	4	14	.2857143	-.544068	5.958425	-.544068	1	
96	26	0	1	0	26	1	0	3	"Iran's Dangerous Bluster over the Strait of Hormuz"	"1/5/2012"	1	722	0	14.68138	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	27	1	27	1.431364	6.582025	1.431364	0	
10	6	0	1	0	6	1	0	1	"The Mitt-ens Come Off"	"2/1/2012"	2	68	0	9.284348	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	7	1	7	.845098	4.219508	.845098	0	
618	6	5	1	0	1	.5454546	.4545455	3	"Egypt Update: Beware of the Ghost of Poland Past"	"7/26/2011"	1	453	0	14.93908	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.2	.0791813	1	7	6	1.166667	.0669468	6.115892	.0669468	1	
492	7	8	0	1	-1	.4666667	.5333334	0	"Request for Post-Irene Help for Frost Valley YMCA"	"8/31/2011"	1	311	0	9.294517	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.875	-.0579919	1	8	9	.8888889	-.0511525	5.739793	-.0511525	1	
134	17	93	0	1	-76	.1545455	.8454546	5	"Tom Coburn Flip-Flops on NSF Funding of Political Science Research"	"12/20/2011"	1	443	0	12.49784	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	.1827957	-.738034	1	18	94	.1914894	-.7178553	6.09357	-.7178553	1	
4	4	6	0	1	-2	.4	.6	1	"The Domestic Sources of Putin's Popularity"	"2/3/2012"	3	1744	0	13.94481	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.6666667	-.1760912	1	5	7	.7142857	-.146128	7.463937	-.146128	1	
408	0	12	0	1	-12	0	1	1	"¶"	"9/26/2011"	1	10	0	3.65	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	13	.0769231	-1.113943	2.302585	-1.113943	0	
371	3	10	0	1	-7	.2307692	.7692308	2	"Italy and the politics of criminal trials"	"10/4/2011"	1	272	0	15.12864	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.3	-.5228787	1	4	11	.3636364	-.4393327	5.605802	-.4393327	1	
26	5	1	1	0	4	.8333333	.1666667	2	"Congress, the Fed, and the FOMC"	"1/26/2012"	1	822	0	12.85821	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	.69897	1	6	2	3	.4771213	6.71174	.4771213	1	
328	11	13	0	1	-2	.4583333	.5416667	4	"Qaddafi is Dead. Does it Matter for Libya's Future?"	"10/20/2011"	1	493	0	13.23447	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	.8461539	-.0725507	1	12	14	.8571429	-.0669468	6.200509	-.0669468	1	
365	6	18	0	1	-12	.25	.75	2	"Getting Some Closure on Suspensions"	"10/7/2011"	2	1327	0	13.41132	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	.3333333	-.4771212	1	7	19	.368421	-.4336556	7.190676	-.4336556	1	
288	7	2	1	0	5	.7777778	.2222222	0	"Post-Election Report: Ireland President"	"10/31/2011"	1	1073	0	12.25357	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.5	.544068	1	8	3	2.666667	.4259687	6.978214	.4259687	1	
612	13	17	0	1	-4	.4333333	.5666667	3	"Actually, Political Science Is Both"	"7/27/2011"	1	13	0	2.686667	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.7647059	-.1165056	1	14	18	.7777778	-.1091445	2.564949	-.1091445	1	
368	6	1	1	0	5	.8571429	.1428571	1	"Graphiti: Obama Isn't Truman"	"10/6/2011"	1	50	0	5.464755	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	.7781513	1	7	2	3.5	.544068	3.912023	.544068	1	
565	4	6	0	1	-2	.4	.6	1	"Twitter and Collective Action (London Edition)"	"8/9/2011"	1	64	0	7.47075	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.6666667	-.1760912	1	5	7	.7142857	-.146128	4.158883	-.146128	1	
839	0	0	0	1	0			0	"John Sides and Peggy Noonan: Together at Last!"	"5/11/2011"	1	2	0	-3.01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	1	0	.6931472	0	0	
448	6	7	0	1	-1	.4615385	.5384616	8	"The Palestine Vote: What Has Changed?"	"9/15/2011"	2	652	0	11.32452	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.8571429	-.0669468	1	7	8	.875	-.0579919	6.480044	-.0579919	1	
483	1	0	1	0	1	1	0	0	"Potpourri"	"9/6/2011"	1	87	0	12.60857	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	2	1	2	.30103	4.465908	.30103	0	
754	4	27	0	1	-23	.1290323	.8709677	1	"Can Anthony Weiner Survive?"	"6/8/2011"	1	631	0	8.830497	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.1481481	-.8293037	1	5	28	.1785714	-.748188	6.447306	-.748188	1	
283	2	0	1	0	2	1	0	0	"Doug Schoen has 2 poll reports"	"11/1/2011"	2	114	0	12.9629	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	3	1	3	.4771213	4.736198	.4771213	0	
431	5	0	1	0	5	1	0	0	"Do Human Rights Prosecutions Deter Dictators From Leaving Power? Another Follow-Up to Sikkink"	"9/20/2011"	1	406	0	13.75569	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	6	1	6	.7781513	6.006353	.7781513	0	
656	1	1	0	1	0	.5	.5	1	"Senator Hatch and the Club for Growth"	"7/14/2011"	2	460	0	12.94596	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	2	1	0	6.131227	0	1	
98	11	0	1	0	11	1	0	0	"Graphiti: Social Media and the Iowa Caucus"	"1/4/2012"	2	184	0	12.9593	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	12	1	12	1.079181	5.214936	1.079181	0	
461	5	9	0	1	-4	.3571429	.6428571	0	"Images of the Tower Lights in the NYC Night"	"9/11/2011"	4	17	0	1.607353	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.5555556	-.2552725	1	6	10	.6	-.2218487	2.833213	-.2218487	1	
515	5	8	0	1	-3	.3846154	.6153846	9	"How Students Use (and Don't Use) Libraries"	"8/24/2011"	1	238	0	13.27603	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.625	-.20412	1	6	9	.6666667	-.1760912	5.47227	-.1760912	1	
188	6	10	0	1	-4	.375	.625	1	"The Tea Party's Lessons for #OWS"	"12/5/2011"	2	394	0	12.38366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.6	-.2218487	1	7	11	.6363636	-.1962947	5.976351	-.1962947	1	
573	6	21	0	1	-15	.2222222	.7777778	2	"A Response to Westen: Obama Neither Two-Sided nor Mysterious"	"8/7/2011"	1	340	0	15.55151	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.2857143	-.544068	1	7	22	.3181818	-.4973246	5.828946	-.4973246	1	
837	2	1	1	0	1	.6666667	.3333333	1	"Will the Internet Make Citizens Love Democracy?"	"5/12/2011"	1	524	0	16.36116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	.30103	1	3	2	1.5	.1760913	6.261492	.1760913	1	
251	5	0	1	0	5	1	0	2	"Campaigns and Elections Text"	"11/11/2011"	1	145	0	9.006946	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	6	1	6	.7781513	4.976734	.7781513	0	
306	4	5	0	1	-1	.4444444	.5555556	1	"Art Buchwald must be spinning in his grave"	"10/27/2011"	1	39	0	6.840641	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.8	-.09691	1	5	6	.8333333	-.0791813	3.663562	-.0791813	1	
266	16	25	0	1	-9	.3902439	.6097561	2	"Revealing the Submerged State"	"11/7/2011"	2	420	0	11.56824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.64	-.19382	1	17	26	.6538461	-.1845244	6.040255	-.1845244	1	
233	4	0	1	0	4	1	0	1	"Everything is Bigger in Texas: Governor Perry and The Texas Enterprise Fund"	"11/21/2011"	2	1355	0	11.76235	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	5	1	5	.69897	7.211557	.69897	0	
241	3	0	1	0	3	1	0	1	"Graphiti: The GOP Horse Race"	"11/15/2011"	1	11	0	2.88	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	4	1	4	.60206	2.397895	.60206	0	
149	48	35	1	0	13	.5783132	.4216867	7	"Do GOP Voters Care About Electability?"	"12/13/2011"	1	209	0	8.079494	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.371429	.1371732	1	49	36	1.361111	.1338936	5.342334	.1338936	1	
173	4	0	1	0	4	1	0	6	"Googling Ron Paul in Iowa"	"12/9/2011"	1	232	0	6.965778	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	5	1	5	.69897	5.446737	.69897	0	
815	16	19	0	1	-3	.4571429	.5428572	1	"The Political Ideologies of Federal Bureaucrats"	"5/19/2011"	1	347	0	11.15649	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.8421053	-.0746336	1	17	20	.85	-.0705811	5.849325	-.0705811	1	
740	9	1	1	0	8	.9	.1	8	"How Conservative Are the GOP Presidential Candidates?"	"6/14/2011"	1	202	0	9.323713	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	.9542425	1	10	2	5	.69897	5.308268	.69897	1	
184	14	26	0	1	-12	.35	.65	0	"A First Look at Egypt's Election"	"12/6/2011"	2	961	0	12.7858	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.5384616	-.2688453	1	15	27	.5555556	-.2552725	6.867974	-.2552725	1	
433	5	1	1	0	4	.8333333	.1666667	2	"Did Western Broadcasting Help Spur the East German Revolution?"	"9/19/2011"	1	322	0	14.25185	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	.69897	1	6	2	3	.4771213	5.774551	.4771213	1	
389	11	6	1	0	5	.6470588	.3529412	1	"Terrorism in Democracies"	"9/29/2011"	1	659	0	11.20536	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.833333	.2632414	1	12	7	1.714286	.2340832	6.490724	.2340832	1	
696	2	0	1	0	2	1	0	0	"The Challenge for Gun Control Advocates"	"6/29/2011"	3	443	0	12.12498	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	3	1	3	.4771213	6.09357	.4771213	0	
548	3	0	1	0	3	1	0	1	"Request for Feedback on Experiment: Corruption and Voting"	"8/13/2011"	1	909	0	13.86881	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	4	1	4	.60206	6.812345	.60206	0	
284	7	0	1	0	7	1	0	5	"The Palestine UNESCO Vote"	"11/1/2011"	1	504	0	10.34992	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	8	1	8	.90309	6.222576	.90309	0	
450	8	5	1	0	3	.6153846	.3846154	2	"What Does NY-9 Mean?"	"9/14/2011"	1	646	0	12.75608	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.6	.20412	1	9	6	1.5	.1760913	6.470799	.1760913	1	
585	4	2	1	0	2	.6666667	.3333333	2	"Do Educated Ethnic Minorities Choose Nonviolent Resistance?"	"8/4/2011"	1	1346	1	12.92391	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	.30103	1	5	3	1.666667	.2218487	7.204893	.2218487	1	
325	7	14	0	1	-7	.3333333	.6666667	5	"What Class Warfare Really Looks Like"	"10/21/2011"	1	12	0	2.686667	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.5	-.30103	1	8	15	.5333334	-.2730013	2.484907	-.2730013	1	
724	3	0	1	0	3	1	0	0	"Data Visualizations for Churchill"	"6/20/2011"	1	28	0	2.829615	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	4	1	4	.60206	3.332205	.60206	0	
474	2	0	1	0	2	1	0	9	"Graphiti"	"9/8/2011"	1	153	0	7.924615	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	3	1	3	.4771213	5.030438	.4771213	0	
277	5	0	1	0	5	1	0	0	"Post-Election Report: Kyrgyz President"	"11/2/2011"	1	1007	0	14.21894	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	6	1	6	.7781513	6.914731	.7781513	0	
630	4	0	1	0	4	1	0	8	"I definitely have to read this Groseclose book"	"7/22/2011"	2	452	0	9.592705	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	5	1	5	.69897	6.113682	.69897	0	
