"","postnum","tweets","likes","bin_tweet","bin_like","diff_tweets_likes","prop_tweet","prop_like","Comments","title","date","Graphics","Length","videos","gradelevel","johnsides","henryfarrell","joshuatucker","larrybartels","andrewrudalevige","andrewgelman","jamesfearon","erikvoeten","sarahbinder","ericachenoweth","danhopkins","nolanmccarty","gregorykoger","jonathanrobinson","vanessawilliamson","jasonlyall","hansnoel","suzannemettler","paul","laynamosley","catiebailard","presidency","potpourri","environmentalpolitics","war","comparativepolitics","publicopinion","blogs","politicalscienceandjournalism","campaignsandelections","politicaleconomy","legislativepolitics","graphiti","politicalparties","law","experimentalanalysis","othersocialscience","policy","media","foreignpolicy","internationalrelations","internationalsecurity","methodology","electoralfraud","institutions","frivolity","tedmccaggcartoons","academia","electionreports","immigration","judicial","itandpolitics","data","violence","politicseverywhere","bureaucracy","obituary","sports","politicalscience","protest","housekeeping","senateprocedure","newsletters","healthcare","politicalsciencenews","education","science","musicandotherpopularculture","transitions","politicaltheory","thisweekinpoliticalscience","generalpolitics","interestgroups","methepeople","valid","tweetLike","logtweetlike","has_graphics","smoothtweet","smoothlike","smoothtweetlike","logsmoothtweetlike","loglength","tweetrating","tweetsandlikes","year","day","month","newdate","weekday","weekdaynum","weekday01","sincelast"
"690",696,2,0,1,0,2,1,0,0,"The Challenge for Gun Control Advocates","6/29/2011",3,443,0,12.1249780654907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,3,1,3,0.477121263742447,6.0935697555542,0.477121263742447,0,"2011","29","6",2011-06-29,"Wednesday","3",1,1
"691",697,2,0,1,0,2,1,0,4,"The fallacy of composition in brownstone Brooklyn","6/28/2011",1,142,0,12.5352773666382,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,3,1,3,0.477121263742447,4.95582723617554,0.477121263742447,0,"2011","28","6",2011-06-28,"Tuesday","2",1,0
"692",698,14,14,0,1,0,0.5,0.5,3,"Unionization and Inequality","6/28/2011",0,844,0,14.6256475448608,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15,15,1,0,6.73815250396729,0,1,"2011","28","6",2011-06-28,"Tuesday","2",1,0
"693",699,2,0,1,0,2,1,0,0,"Potpourri","6/28/2011",0,60,0,9.07537937164307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,3,1,3,0.477121263742447,4.09434461593628,0.477121263742447,0,"2011","28","6",2011-06-28,"Tuesday","2",1,0
"694",700,3,0,1,0,3,1,0,2,"Legislative Theories and the NY Gay Marriage Vote","6/28/2011",0,395,0,11.1031742095947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,4,1,4,0.60206001996994,5.97888565063477,0.60206001996994,0,"2011","28","6",2011-06-28,"Tuesday","2",1,0
"695",701,6,19,0,1,-13,0.239999994635582,0.759999990463257,2,"Culture Wars in the Netherlands","6/28/2011",1,800,0,10.8380470275879,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.315789461135864,-0.5006023645401,1,7,20,0.349999994039536,-0.455931961536407,6.68461179733276,-0.455931961536407,1,"2011","28","6",2011-06-28,"Tuesday","2",1,1
"696",702,0,1,0,1,-1,0,1,0,"Strategic Myths in Afghanistan and Pakistan","6/27/2011",0,247,0,13.4949035644531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,1,2,0.5,-0.30103000998497,5.50938844680786,-0.30103000998497,0,"2011","27","6",2011-06-27,"Monday","1",1,0
"697",703,10,7,1,0,3,0.588235318660736,0.411764711141586,5,"Political Science and Gay Marriage in New York","6/27/2011",0,864,0,10.1681900024414,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.42857146263123,0.154901966452599,0,11,8,1.375,0.138302698731422,6.76157283782959,0.138302698731422,1,"2011","27","6",2011-06-27,"Monday","1",1,1
"698",704,12,27,0,1,-15,0.307692319154739,0.692307710647583,6,"Clairvoyance and Bad Journal Policies","6/26/2011",0,394,0,10.8197441101074,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.444444447755814,-0.352182507514954,0,13,28,0.46428570151329,-0.333214700222015,5.97635078430176,-0.333214700222015,1,"2011","26","6",2011-06-26,"Sunday","0",0,2
"699",705,2,0,1,0,2,1,0,1,"Potpourri","6/24/2011",0,33,0,4.60534477233887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,3,1,3,0.477121263742447,3.49650764465332,0.477121263742447,0,"2011","24","6",2011-06-24,"Friday","5",1,0
"700",706,5,2,1,0,3,0.714285731315613,0.28571429848671,9,"ù Huh??","6/24/2011",0,226,0,13.800012588501,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,0.397940009832382,0,6,3,2,0.30103000998497,5.42053508758545,0.30103000998497,1,"2011","24","6",2011-06-24,"Friday","5",1,0
"701",707,4,3,1,0,1,0.571428596973419,0.428571432828903,5,"Who Benefits from Higher Turnout?","6/24/2011",0,611,0,16.9478435516357,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.33333337306976,0.124938748776913,0,5,4,1.25,0.0969100147485733,6.41509675979614,0.0969100147485733,1,"2011","24","6",2011-06-24,"Friday","5",1,0
"702",708,5,3,1,0,2,0.625,0.375,3,"Special Interests and Off-Year Elections: The Case of Teachers Unions","6/24/2011",0,314,0,10.4146823883057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.66666662693024,0.221848741173744,0,6,4,1.5,0.176091253757477,5.74939298629761,0.176091253757477,1,"2011","24","6",2011-06-24,"Friday","5",1,1
"703",709,8,1,1,0,7,0.888888895511627,0.111111111938953,4,"People Don't Like Congress, and That's Bad for Republicans","6/23/2011",1,291,0,8.6055850982666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.903090000152588,1,9,2,4.5,0.653212487697601,5.67332315444946,0.653212487697601,1,"2011","23","6",2011-06-23,"Thursday","4",1,0
"704",710,8,0,1,0,8,1,0,1,"Israeli perspective on foreign aid","6/23/2011",0,243,0,6.13952016830444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,9,1,9,0.954242527484894,5.49306154251099,0.954242527484894,0,"2011","23","6",2011-06-23,"Thursday","4",1,0
"705",711,2,1,1,0,1,0.666666686534882,0.333333343267441,0,"Review, Gary Herrigel's Manufacturing Possibilities","6/23/2011",0,8849,0,14.8148012161255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.30103000998497,0,3,2,1.5,0.176091253757477,9.088059425354,0.176091253757477,1,"2011","23","6",2011-06-23,"Thursday","4",1,0
"706",712,17,11,1,0,6,0.607142865657806,0.392857134342194,1,"The Lasting Effects of the Vietnam Draft Lottery","6/23/2011",0,491,0,11.9081430435181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.54545450210571,0.189056217670441,0,18,12,1.5,0.176091253757477,6.19644403457642,0.176091253757477,1,"2011","23","6",2011-06-23,"Thursday","4",1,0
"707",713,3,4,0,1,-1,0.428571432828903,0.571428596973419,3,"Dual(ing?) Executives","6/23/2011",1,729,0,12.7707090377808,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.75,-0.124938733875751,1,4,5,0.800000011920929,-0.0969100072979927,6.59167385101318,-0.0969100072979927,1,"2011","23","6",2011-06-23,"Thursday","4",1,1
"708",714,8,0,1,0,8,1,0,0,"ù: I'd like to see a graph of relative change in death rates, with age on the x-axis","6/22/2011",1,361,0,11.1214818954468,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,9,1,9,0.954242527484894,5.88887786865234,0.954242527484894,0,"2011","22","6",2011-06-22,"Wednesday","3",1,0
"709",715,3,6,0,1,-3,0.333333343267441,0.666666686534882,3,"ù?","6/22/2011",0,462,0,14.5552501678467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,-0.30103000998497,0,4,7,0.571428596973419,-0.243038028478622,6.13556480407715,-0.243038028478622,1,"2011","22","6",2011-06-22,"Wednesday","3",1,0
"710",716,6,0,1,0,6,1,0,2,"Money Blurts Engage Ideologues","6/22/2011",1,200,0,15.2510347366333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,7,1,7,0.84509801864624,5.29831743240356,0.84509801864624,0,"2011","22","6",2011-06-22,"Wednesday","3",1,0
"711",717,8,42,0,1,-34,0.159999996423721,0.839999973773956,1,"Lots of Buzz about Drones","6/22/2011",2,817,0,13.9262857437134,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.190476194024086,-0.720159292221069,1,9,43,0.209302321076393,-0.679225981235504,6.70563888549805,-0.679225981235504,1,"2011","22","6",2011-06-22,"Wednesday","3",1,1
"712",718,2,0,1,0,2,1,0,5,"How Conservative Are GOP Women in the House?","6/21/2011",1,109,0,14.2788887023926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,3,1,3,0.477121263742447,4.6913480758667,0.477121263742447,0,"2011","21","6",2011-06-21,"Tuesday","2",1,0
"713",719,3,0,1,0,3,1,0,2,"The Effects of a Tax Receipt","6/21/2011",0,165,0,9.88914680480957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,4,1,4,0.60206001996994,5.1059455871582,0.60206001996994,0,"2011","21","6",2011-06-21,"Tuesday","2",1,0
"714",720,2,1,1,0,1,0.666666686534882,0.333333343267441,0,"Inbox Influence","6/21/2011",0,118,1,9.88925552368164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.30103000998497,0,3,2,1.5,0.176091253757477,4.77068471908569,0.176091253757477,1,"2011","21","6",2011-06-21,"Tuesday","2",1,1
"715",721,8,6,1,0,2,0.571428596973419,0.428571432828903,2,"ù","6/20/2011",0,135,0,10.1237869262695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.33333337306976,0.124938748776913,0,9,7,1.28571426868439,0.10914446413517,4.90527486801147,0.10914446413517,1,"2011","20","6",2011-06-20,"Monday","1",1,0
"716",722,0,0,0,1,0,NA,NA,4,"Wow, that Jim Davis has some pretty controversial opinions!","6/20/2011",0,75,0,1.38494944572449,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,1,1,1,0,4.31748819351196,0,0,"2011","20","6",2011-06-20,"Monday","1",1,0
"717",723,3,2,1,0,1,0.600000023841858,0.400000005960464,2,"Harsh words from Erik Gartzke on the relevance of political science","6/20/2011",0,240,0,11.4001216888428,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,0.176091253757477,0,4,3,1.33333337306976,0.124938748776913,5.48063898086548,0.124938748776913,1,"2011","20","6",2011-06-20,"Monday","1",1,0
"718",724,3,0,1,0,3,1,0,0,"Data Visualizations for Churchill","6/20/2011",1,28,0,2.82961535453796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,4,1,4,0.60206001996994,3.33220458030701,0.60206001996994,0,"2011","20","6",2011-06-20,"Monday","1",1,0
"719",725,7,0,1,0,7,1,0,2,"Money Blurts","6/20/2011",0,248,0,9.17264175415039,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,8,1,8,0.903090000152588,5.51342868804932,0.903090000152588,0,"2011","20","6",2011-06-20,"Monday","1",1,0
"720",726,4,0,1,0,4,1,0,0,"Reforming Lobbying via the JAMES Database","6/20/2011",0,337,0,14.3033828735352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,5,1,5,0.698970019817352,5.8200831413269,0.698970019817352,0,"2011","20","6",2011-06-20,"Monday","1",1,2
"721",727,1,0,1,0,1,1,0,3,"Tennis at San Quentin","6/18/2011",0,46,0,8.60304355621338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,2,1,2,0.30103000998497,3.82864141464233,0.30103000998497,0,"2011","18","6",2011-06-18,"Saturday","6",0,1
"722",728,23,7,1,0,16,0.766666650772095,0.233333334326744,0,"Why Academics Should Blog","6/17/2011",0,286,0,8.80069446563721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.28571438789368,0.516629815101624,0,24,8,3,0.477121263742447,5.65599203109741,0.477121263742447,1,"2011","17","6",2011-06-17,"Friday","5",1,0
"723",729,4,0,1,0,4,1,0,2,"The Staying Power of Egyptian Authoritarianism","6/17/2011",0,196,0,12.3830499649048,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,5,1,5,0.698970019817352,5.27811479568481,0.698970019817352,0,"2011","17","6",2011-06-17,"Friday","5",1,0
"724",730,2,1,1,0,1,0.666666686534882,0.333333343267441,1,"Potpourri","6/17/2011",0,45,0,2.7527379989624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.30103000998497,0,3,2,1.5,0.176091253757477,3.80666255950928,0.176091253757477,1,"2011","17","6",2011-06-17,"Friday","5",1,1
"725",731,3,0,1,0,3,1,0,1,"Gubernatorial Coattails","6/16/2011",0,271,0,15.9950141906738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,4,1,4,0.60206001996994,5.60211896896362,0.60206001996994,0,"2011","16","6",2011-06-16,"Thursday","4",1,0
"726",732,13,13,0,1,0,0.5,0.5,0,"Can the Humanities and Social Sciences enhance National Security?","6/16/2011",0,1371,0,15.1030416488647,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,14,14,1,0,7.22329568862915,0,1,"2011","16","6",2011-06-16,"Thursday","4",1,0
"727",733,0,0,0,1,0,NA,NA,0,"How Democrats Interpreted NY-26","6/16/2011",2,547,0,11.5384464263916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,1,1,1,0,6.30444860458374,0,0,"2011","16","6",2011-06-16,"Thursday","4",1,1
"728",734,9,2,1,0,7,0.818181812763214,0.181818187236786,4,"One in a quadrillion","6/15/2011",0,316,0,13.8828954696655,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0.653212487697601,0,10,3,3.33333325386047,0.522878706455231,5.75574207305908,0.522878706455231,1,"2011","15","6",2011-06-15,"Wednesday","3",1,0
"729",735,1,0,1,0,1,1,0,1,"War Powers Update: No Hostilities","6/15/2011",0,489,0,13.6747264862061,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,2,1,2,0.30103000998497,6.1923623085022,0.30103000998497,0,"2011","15","6",2011-06-15,"Wednesday","3",1,0
"730",736,4,1,1,0,3,0.800000011920929,0.200000002980232,0,"ù: that point in social scientists' papers where they pivot from a well-founded but narrow claim to a broad conclusion that is unsupported by theory or data","6/15/2011",0,566,0,14.7479133605957,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.60206001996994,0,5,2,2.5,0.397940009832382,6.33859395980835,0.397940009832382,1,"2011","15","6",2011-06-15,"Wednesday","3",1,0
"731",737,2,3,0,1,-1,0.400000005960464,0.600000023841858,1,"An Unfair Judgment?","6/15/2011",0,412,0,13.3354425430298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666666686534882,-0.176091238856316,0,3,4,0.75,-0.124938733875751,6.02102327346802,-0.124938733875751,1,"2011","15","6",2011-06-15,"Wednesday","3",1,1
"732",738,4,1,1,0,3,0.800000011920929,0.200000002980232,0,"A redistricting as big as Texas","6/14/2011",0,71,0,7.72599983215332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.60206001996994,0,5,2,2.5,0.397940009832382,4.26268005371094,0.397940009832382,1,"2011","14","6",2011-06-14,"Tuesday","2",1,0
"733",739,3,0,1,0,3,1,0,3,"The California Redistricting Plan","6/14/2011",0,252,0,11.907039642334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,4,1,4,0.60206001996994,5.52942895889282,0.60206001996994,0,"2011","14","6",2011-06-14,"Tuesday","2",1,0
"734",740,9,1,1,0,8,0.899999976158142,0.100000001490116,8,"How Conservative Are the GOP Presidential Candidates?","6/14/2011",1,202,0,9.3237133026123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0.954242527484894,1,10,2,5,0.698970019817352,5.30826759338379,0.698970019817352,1,"2011","14","6",2011-06-14,"Tuesday","2",1,1
"735",741,4,0,1,0,4,1,0,3,"¶.","6/13/2011",0,211,0,15.188422203064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,5,1,5,0.698970019817352,5.35185813903809,0.698970019817352,0,"2011","13","6",2011-06-13,"Monday","1",1,0
