Landing Page,Visits,Pages/Visit,Avg. Time on Site,% New Visits,Bounce Rate
/2008/05/an_engineers_guide_to_cats.html,45,1.33,0:00:34,55.56%,77.78%
/2008/07/the_american_voter_revisited.html,45,2.67,0:06:58,22.22%,44.44%
/2008/11/does_military_service_help_can.html,45,1.67,0:02:36,88.89%,66.67%
/2008/12/post_149.html,45,1.11,0:00:12,88.89%,88.89%
/2009/04/mapping_donations_to_senators.html,45,1,0:00:00,88.89%,100.00%
/2009/05/i_might_not_even_believe_what.html,45,1.33,0:00:30,77.78%,77.78%
/2009/05/moving_to_the_center_to_get_vo.html,45,1.33,0:01:38,33.33%,66.67%
/2009/06/a_bluffers_guide_to_the_europe.html,45,2.22,0:00:57,66.67%,77.78%
/2009/06/the_longterm_effects_and_nonef.html,45,1.44,0:01:16,88.89%,88.89%
/2009/07/a_big_fat_null_effect_of_palin.html,45,1.33,0:02:05,77.78%,88.89%
/2009/07/citation_bias_the_case_of_avne.html,45,1.56,0:01:01,66.67%,66.67%
/2009/08/the_defeat_of_the_clinton_heal.html,45,1.11,0:00:07,44.44%,88.89%
/2009/09/another_good_reason_to_elect_w.html,45,2.11,0:05:21,55.56%,55.56%
/2009/09/weekend_frivolity_jewish_haiku.html,45,1,0:00:00,100.00%,100.00%
/2009/09/you_can_be_a_washington_post_p.html,45,1.22,0:00:06,66.67%,88.89%
/2009/10/2009_greek_parliamentary_elect.html,45,1.67,0:06:09,88.89%,55.56%
/2009/10/who_likes_the_us.html,45,1,0:00:00,88.89%,100.00%
/2009/11/hans_noel_on_ny23.html,45,1.67,0:01:48,66.67%,77.78%
/2009/12/marx_not_v_smith_1.html,45,1.11,0:02:43,66.67%,77.78%
/2010/01/data_sharing_and_journal_polic.html,45,1.67,0:04:51,22.22%,66.67%
/2010/03/recruitment_and_the_underrepre.html,45,1.11,0:00:12,77.78%,88.89%
/2010/03/shooting_down_bs_claims_about.html,45,1,0:00:00,66.67%,100.00%
/2010/04/campaign_dogs_that_didnt_bark.html,45,1.11,0:00:55,33.33%,88.89%
/2010/04/how_republican_is_the_tea_part.html,45,1.22,0:03:50,55.56%,88.89%
/2010/04/more_on_kyrgyzstan_as_a_noncol.html,45,1.67,0:02:22,88.89%,77.78%
/2010/04/strategic_voting_and_the_theor.html,45,1.11,0:00:01,33.33%,88.89%
/2010/06/how_to_think_about_the_deeper.html,45,1.22,0:00:08,11.11%,88.89%
/2010/08/political_consultants_vs_polit.html,45,1.22,0:00:11,55.56%,77.78%
/2010/08/the_death_of_the_westminster_m.html,45,1.78,0:04:58,44.44%,55.56%
/2010/09/next_time_people_tell_you_that.html,45,1,0:00:00,66.67%,100.00%
/2010/09/polisci_podcasts.html,45,1.22,0:00:14,33.33%,77.78%
/2010/09/political_science_a_politician.html,45,1.56,0:02:15,55.56%,55.56%
/2010/10/downsizing_legislatures.html,45,1.33,0:01:10,44.44%,77.78%
/2010/10/on_meg_whitman_and_the_perils.html,45,2,0:07:59,66.67%,66.67%
/2010/11/election_interpretation_bingo.html,45,1.67,0:00:37,77.78%,88.89%
/2010/11/obamas_promise_and_un_security.html,45,1.33,0:00:35,55.56%,66.67%
/2010/11/will_repealing_healthcare_refo.html,45,1.33,0:01:00,66.67%,77.78%
/2010/12/more_on_wikileaks_can_transpar.html,45,2.11,0:00:52,66.67%,66.67%
/2010/12/roundtable_on_larry_bartels_un.html,45,1.11,0:00:02,55.56%,88.89%
/2010/12/there_can_be_only_one_social_s.html,45,1.56,0:00:36,44.44%,66.67%
/2011/01/election_report_central_africa.html,45,1.44,0:00:50,100.00%,88.89%
/2011/01/the_shrinking_soundbite_is_not.html,45,1.22,0:00:04,66.67%,77.78%
/2011/02/americans_dont_really_want_to_.html,45,1.56,0:00:31,77.78%,66.67%
/2011/02/the_benefits_of_scandalous_inf.html,45,1.89,0:00:42,66.67%,44.44%
/2011/02/the_case_for_a_2_round_preside.html,45,2,0:03:30,66.67%,44.44%
/2011/02/the_empty_bench.html,45,1.56,0:00:11,55.56%,77.78%
/2011/03/drawcongressorg.html,45,1.33,0:00:30,22.22%,88.89%
/2011/03/learning_to_live_with_inconsis.html,45,1.11,0:00:01,66.67%,88.89%
/2011/03/some_thoughts_on_the_libya_sec.html,45,1.22,0:02:43,66.67%,77.78%
/2011/03/what_happened_to_the_anti-war_.html,45,1,0:00:00,77.78%,100.00%
/2011/03/when_are_parties_more_likely_t.html,45,2.56,0:03:42,22.22%,44.44%
/2011/04/jim_campbell_argues_that_larry.html,45,1.22,0:00:40,33.33%,77.78%
/2011/04/median_voters_and_the_budget_d.html,45,1.56,0:01:35,22.22%,66.67%
/2011/04/stuff_political_scientists_lik.html,45,1.11,0:00:25,66.67%,88.89%
/2011/05/fox-news-as-a-social-movement/,45,1.22,0:05:11,77.78%,77.78%
/2011/05/internet-cynics-and-enthusiasts-both-have-it-right/,45,1.33,0:01:09,77.78%,77.78%
/blog/2008/02/23/the_best_college_team_nickname/,45,1,0:00:00,100.00%,100.00%
/blog/2008/12/05/post_145/,45,1.11,0:00:00,88.89%,88.89%
/blog/2010/02/14/what_will_make_people_love_gov/,45,2.56,0:02:24,100.00%,22.22%
/blog/2010/10/31/does_divided_goverment_help_pr/,45,1,0:00:00,100.00%,100.00%
/blog/2011/05/04/june-2011-portuguese-parliamentary-elections-pre-election-report/,45,1.11,0:01:23,77.78%,88.89%
/blog/2011/05/25/abnormal-returns-from-the-common-stock-investments-of-members-of-the-u-s-house-of-representatives/,45,1.67,0:00:12,100.00%,66.67%
/blog/2011/05/25/another-take-on-ny-26-paul-ryan-awesomeness/,45,1.33,0:00:18,100.00%,77.78%
/blog/2011/06/15/an-economist-offers-a-theoretical-model-explaining-story-time-that-point-in-social-scientists-papers-where-they-pivot-from-a-well-founded-but-narrow-claim-to-a-broad-conclusion-that-is-unsuppo/,45,1.33,0:02:21,33.33%,66.67%
/blog/2011/08/03/more-on-the-groseclose-milyo-measure-of-media-bias/,45,1.33,0:00:20,44.44%,66.67%
/blog/2011/08/07/even-the-liberal-new-republic/,45,1.67,0:00:51,66.67%,55.56%
/blog/2011/08/10/studying-social-media-twitter-and-replication/,45,2,0:02:43,100.00%,55.56%
/blog/2011/08/11/does-blogging-help-your-professional-reputation/,45,1.22,0:03:30,100.00%,77.78%
/blog/2011/08/31/request-for-post-irene-help-for-frost-valley-ymca/,45,1,0:00:00,88.89%,100.00%
/blog/2011/10/11/2011-polish-parliamentary-elections-post-election-report/,45,1.22,0:00:15,55.56%,88.89%
/blog/2011/11/04/the-economics-public-sphere/,45,1,0:00:00,77.78%,100.00%
/blog/2011/11/18/learning-from-history-what-1989-in-europe-can-and-cannot-say-about-2011-in-the-middle-east-roundtable-in-dc-on-friday/,45,1,0:00:00,77.78%,100.00%
/blog/2011/11/30/graphiti-growing-gender-gap-in-gop-attitudes-toward-herman-cain/,45,1.11,0:00:23,66.67%,88.89%
/blog/2011/11/30/guillermo-odonnell-has-died/,45,1.44,0:00:06,88.89%,66.67%
/blog/2011/12/08/more-hype-about-political-independents/,45,1,0:00:00,100.00%,100.00%
/blog/2011/12/24/maybe-were-underestimating-glenn-beck/,45,1,0:00:00,77.78%,100.00%
/blog/2012/01/03/inside-the-international-relations-ivory-tower/,45,1.22,0:00:53,77.78%,77.78%
/blog/2012/01/15/dow-36000-guy-says-santorums-tax-plan-doesnt-add-up/,45,1.89,0:01:55,88.89%,33.33%
/blog/2012/01/16/changing-public-views-of-martin-luther-king/,45,1.11,0:01:03,88.89%,88.89%
/blog/2012/02/03/the-domestic-sources-of-putins-popularity/,45,1.78,0:04:08,77.78%,44.44%
/blog/2012/02/07/will-the-us-restrain-israel-on-iran-unlikely/,45,1,0:00:00,66.67%,100.00%
/2008/01/are_readers_to_blame_for_the_m.html,40,1.75,0:01:27,62.50%,75.00%
/2008/01/ethan_day_2.html,40,3.38,0:02:17,87.50%,62.50%
/2008/01/post_17.html,40,1.12,0:00:01,62.50%,87.50%
/2008/01/why_is_it_hard_for_senators_to.html,40,1,0:00:00,100.00%,100.00%
/2008/02/how_if_at_all_should_we_evalua_1.html,40,1.25,0:00:25,62.50%,87.50%
/2008/03/post_65.html,40,1.12,0:00:14,87.50%,87.50%
/2008/04/ethan_at_3_months.html,40,1.25,0:00:24,50.00%,75.00%
/2008/04/post_79.html,40,1,0:01:20,87.50%,87.50%
/2008/05/demography_is_not_king_or_why.html,40,1.5,0:00:35,37.50%,75.00%
/2008/05/post_85.html,40,1.25,0:00:26,62.50%,87.50%
/2008/06/the_top_political_science_pape.html,40,1.25,0:00:07,37.50%,75.00%
/2008/07/wohlfers_vs_erikson_on_the_ele.html,40,1,0:00:00,87.50%,100.00%
/2008/08/post_113.html,40,1.88,0:02:01,75.00%,62.50%
/2008/08/the_effect_of_oprahs_endorseme.html,40,1.12,0:00:13,75.00%,87.50%
/2008/10/meet_the_press_roundtable_on_t.html,40,1,0:00:00,62.50%,100.00%
/2008/10/the_failed_bailout_vote_channe.html,40,1.25,0:00:01,75.00%,75.00%
/2008/10/words_of_undergraduate_wisdom_1.html,40,1.12,0:00:04,25.00%,87.50%
/2008/11/a_small_dose_of_perspective.html,40,2.12,0:01:26,87.50%,62.50%
/2009/01/did_the_great_society_produce.html,40,1.25,0:00:38,75.00%,75.00%
/2009/01/the_increasing_patriotism_of_i_1.html,40,1,0:00:00,75.00%,100.00%
/2009/04/a_call_to_arms.html,40,1,0:00:00,50.00%,100.00%
/2009/04/changing_views_of_torture.html,40,1.38,0:00:40,62.50%,62.50%
/2009/05/post_203.html,40,1.12,0:00:03,87.50%,87.50%
/2009/07/athenian_democracy.html,40,1.25,0:01:08,87.50%,87.50%
/2009/07/declining_presidential_poll_nu_1.html,40,2.38,0:00:39,37.50%,62.50%
/2009/07/follow_up_on_obamas_trip_to_ru_1.html,40,1.88,0:01:07,87.50%,87.50%
/2009/07/the_best_college_town_in_ameri.html,40,1,0:00:00,87.50%,100.00%
/2009/09/how_the_mighty_have_fallen.html,40,1,0:00:00,37.50%,100.00%
/2009/09/if_thomas_friedman_was_a_polit.html,40,2.25,0:01:49,87.50%,50.00%
/2009/10/nsf_political_science_funding.html,40,1.25,0:00:09,62.50%,75.00%
/2009/12/what_to_give_a_political_scien.html,40,1.62,0:03:01,37.50%,75.00%
/2010/02/2010_austrian_presidential_ele.html,40,1,0:00:00,87.50%,100.00%
/2010/02/dont_ask_dont_tell_and_social.html,40,1.38,0:02:11,25.00%,75.00%
/2010/02/gradual_and_sudden_shifts_in_p.html,40,1.5,0:00:41,62.50%,75.00%
/2010/03/babies_as_votegetters_this_is.html,40,1.38,0:00:09,62.50%,87.50%
/2010/03/graph_of_the_week.html,40,1.25,0:00:11,100.00%,87.50%
/2010/03/indiscrete.html,40,1.38,0:00:17,75.00%,62.50%
/2010/04/get_your_uk_election_forecasti.html,40,1.25,0:00:12,50.00%,75.00%
/2010/04/sincere_voting_in_the_2010_bri.html,40,1.12,0:00:02,62.50%,87.50%
/2010/05/do_imf_reforms_make_civil_wars.html,40,1.38,0:00:12,75.00%,75.00%
/2010/05/epistemic_closure_health_care.html,40,1,0:00:00,75.00%,100.00%
/2010/05/ideological_polarization_and_t.html,40,1.62,0:01:03,37.50%,75.00%
/2010/05/no_matter_what_you_hear_dont_c.html,40,1.38,0:00:20,87.50%,87.50%
/2010/05/seven_questions_about_the_2010_e.html,40,1.88,0:05:34,75.00%,75.00%
/2010/06/a_defense_of_the_america_speak.html,40,1.25,0:00:02,75.00%,75.00%
/2010/06/dutch_election_results.html,40,1.12,0:00:07,75.00%,87.50%
/2010/06/me_the_people_david_brooks_edi.html,40,1,0:00:00,12.50%,100.00%
/2010/06/realism_and_the_world_cup.html,40,1.12,0:00:08,62.50%,87.50%
/2010/06/that_bold_new_crop_of_senators.html,40,1.75,0:06:05,62.50%,75.00%
/2010/06/there_was_no_twitter_revolutio.html,40,1.38,0:01:10,62.50%,75.00%
/2010/06/unsurprisingly_people_are_more.html,40,1.25,0:03:23,37.50%,87.50%
/2010/07/changing_minds_vs_changing_vot.html,40,3.25,0:06:36,50.00%,62.50%
/2010/07/hey_heres_a_referee_report_for.html,40,1.62,0:01:34,50.00%,62.50%
/2010/07/natural_law_homosexuality_and.html,40,1.12,0:00:21,12.50%,87.50%
/2010/07/the_principal_components_of_gl.html,40,1,0:00:00,37.50%,100.00%
/2010/07/what_we_really_need_to_know_ab.html,40,1.25,0:00:43,25.00%,75.00%
/2010/08/do_popular_presidents_popular.html,40,3.38,0:03:30,12.50%,62.50%
/2010/08/power_without_consequences.html,40,2.38,0:00:10,37.50%,75.00%
/2010/08/project_to_code_congressional.html,40,1.62,0:00:16,75.00%,87.50%
/2010/08/what_lobbying_gets_you.html,40,1.5,0:00:09,50.00%,50.00%
/2010/09/debating_the_alternative_vote.html,40,1.12,0:00:14,100.00%,87.50%
/2010/09/hurricane_katrina_and_politica_1.html,40,1.5,0:01:27,87.50%,75.00%
/2010/09/sociotropic_voting_and_the_med.html,40,1.5,0:03:37,50.00%,75.00%
/2010/09/the_gingrich_senators.html,40,1.5,0:00:31,25.00%,62.50%
/2010/10/more_on_forecasting_and_reacting_to_2010.html,40,1.62,0:03:59,62.50%,37.50%
/2010/10/two_stories_about_the_election.html,40,1,0:00:00,75.00%,100.00%
/2010/10/who_should_lead_a_multipolar_w.html,40,1.38,0:00:40,62.50%,75.00%
/2010/11/irelands_bailout.html,40,1,0:00:00,87.50%,100.00%
/2010/11/the_clarity_of_supreme_court_o.html,40,1.12,0:00:55,50.00%,87.50%
/2010/12/firestorm_and_contagion_in_the.html,40,2,0:00:20,50.00%,50.00%
/2010/12/response_to_will_wilkinson.html,40,2.38,0:02:34,50.00%,37.50%
/2010/12/word_lens.html,40,1.12,0:00:13,37.50%,87.50%
/2011/01/killing_in_bill_titles.html,40,1.12,0:00:01,75.00%,87.50%
/2011/02/el_baradei.html,40,1.38,0:04:21,75.00%,87.50%
/2011/02/overcoming_collective_action_p.html,40,1.38,0:00:33,87.50%,87.50%
/2011/02/pizza_power.html,40,1.12,0:00:04,62.50%,87.50%
/2011/02/the_location_of_the_party_conv.html,40,1.25,0:00:37,50.00%,87.50%
/2011/02/weekend_frivolity_peace_negoti.html,40,1.12,0:00:03,50.00%,87.50%
/2011/04/are_there_partisan_political_e.html,40,1.12,0:00:01,50.00%,87.50%
/2011/04/more_spatial_voting_and_the_bu.html,40,1.5,0:00:11,37.50%,62.50%
/2011/04/partisans_say_they_hate_partis.html,40,1.38,0:01:00,62.50%,75.00%
/2011/04/riots_in_nigeria.html,40,1.12,0:00:08,62.50%,87.50%
/2011/04/what_paul_ryan_wants_vs_what_t.html,40,1.38,0:00:21,50.00%,62.50%
/2011/05/osama-bin-laden-and-public-opinion/,40,1.38,0:02:36,75.00%,75.00%
/2011/05/the-political-scientist-as-blogger/,40,1.5,0:00:16,75.00%,75.00%
/blog/2008/03/07/who_is_the_most_powerful_membe/,40,1.12,0:00:21,100.00%,87.50%
/blog/2008/04/29/why_do_people_fight_in_civil_w/,40,1.25,0:00:30,100.00%,75.00%
/blog/2008/09/26/post_122/,40,1,0:00:00,100.00%,100.00%
/blog/2011/04/28/brain_size_and_political_orien/,40,1.25,0:03:04,50.00%,87.50%
/blog/2011/05/19/agenda-setting-and-the-beltway-deficit-feedback-loop/,40,1,0:00:00,62.50%,100.00%
/blog/2011/05/19/the-guttenberg-elegies/,40,1.12,0:00:10,25.00%,87.50%
/blog/2011/06/24/special-interests-and-off-year-elections-the-case-of-teachers-unions/,40,1.12,0:00:10,100.00%,87.50%
/blog/2011/07/03/the-most-outrageous-parts-of-a-story-are-the-parts-that-dont-even-attract-attention/,40,1.38,0:00:01,75.00%,62.50%
/blog/2011/07/14/ok-john-so-should-the-republican-party-tank-the-economy-if-so-i-have-an-idea-how-they-can-do-it/,40,1.25,0:00:08,37.50%,75.00%
/blog/2011/07/17/single-minded-seekers-of-re-nomination/,40,1.12,0:00:02,75.00%,87.50%
/blog/2011/07/20/the-power-of-rupert-murdoch-endorsements/,40,1,0:00:00,87.50%,100.00%
/blog/2011/07/31/no-it-cant-be-just-fixed/,40,1,0:00:00,87.50%,100.00%
/blog/2011/08/04/do-educated-ethnic-minorities-choose-nonviolent-resistance/,40,1,0:00:00,75.00%,100.00%
/blog/2011/08/18/sowell-carlson-barone-fools-knaves-or-simply-victims-of-a-cognitive-illusion/,40,1.5,0:02:06,100.00%,62.50%
/blog/2011/08/22/catalist-academic-subscription/,40,2,0:01:36,87.50%,75.00%
/blog/2011/09/19/did-western-broadcasting-help-spur-the-east-german-revolution/,40,1.12,0:00:10,87.50%,87.50%
/blog/2011/09/20/how-robert-putnam-helped-create-the-tea-party/,40,1.62,0:03:01,75.00%,87.50%
/blog/2011/09/25/putin-in-2012-expert-analysis/,40,1.12,0:00:06,62.50%,87.50%
/blog/2011/09/26/the-dictators-handbook-i-gaddafis-failing-too-kind/,40,1.5,0:00:18,87.50%,62.50%
/blog/2011/10/04/political-science-journals-as-indirect-lobbying/,40,1,0:00:00,75.00%,100.00%
/blog/2011/12/01/did-race-cost-obama-in-2008/,40,1.38,0:02:27,87.50%,75.00%
/blog/2011/12/09/the-russian-social-contract-as-an-increasingly-violated-non-intereference-pact/,40,3.25,0:10:11,87.50%,37.50%
/blog/2011/12/19/kim-jong-il-and-vaclav-havel-how-much-do-individuals-matter-in-politics/,40,2.25,0:03:41,87.50%,87.50%
/blog/2011/12/22/roger-simons-ignorance-about-polling,40,1,0:00:00,75.00%,100.00%
/blog/2011/12/27/why-everyone-hates-the-media/,40,1.12,0:00:25,62.50%,87.50%
/blog/2012/01/18/economic-inequality-is-all-the-rage/,40,1.25,0:00:29,37.50%,75.00%
/blog/2012/02/03/how-liberal-is-barack-obama/,40,1.38,0:00:28,50.00%,62.50%
/blog/category/me-the-people/,40,3.25,0:04:15,50.00%,0.00%
/2007/12/are_whites_more_likely_to_supp.html,35,1,0:00:00,85.71%,100.00%
/2008/01/post_27.html,35,1.43,0:01:04,85.71%,71.43%
/2008/01/post_36.html,35,1,0:00:00,85.71%,100.00%
/2008/02/will_the_divisive_democratic_p.html,35,1.14,0:00:11,71.43%,85.71%
/2008/03/post_62.html,35,1.43,0:03:50,28.57%,57.14%
/2008/04/everyone_realizes_the_challeng.html,35,1.29,0:00:13,85.71%,85.71%
/2008/04/what_if_the_us_treated_mexico.html,35,1.57,0:01:03,85.71%,85.71%
/2008/05/post_84.html,35,1,0:00:00,28.57%,100.00%
/2008/05/will_obama_unify_the_democrati.html,35,1.57,0:00:10,57.14%,57.14%
/2008/06/the_importance_of_selective_ex.html,35,1.71,0:00:12,85.71%,85.71%
/2008/06/who_were_the_reagan_democrats.html,35,1,0:00:00,42.86%,100.00%
/2008/07/how_not_to_interpret_polls.html,35,1,0:00:00,85.71%,100.00%
/2008/07/post_97.html,35,1.14,0:00:01,57.14%,85.71%
/2008/07/the_coffee_culture_goes_nuclea.html,35,1,0:00:49,71.43%,85.71%
/2008/07/truly_weird_research_chapter_i.html,35,1.29,0:00:37,100.00%,71.43%
/2008/08/ufos_and_international_relatio.html,35,2.29,0:03:12,71.43%,71.43%
/2008/08/whats_rich.html,35,1.14,0:00:01,85.71%,85.71%
/2008/09/political_misinformation.html,35,1.43,0:00:19,57.14%,71.43%
/2008/09/the_best_city_for_singles.html,35,1.29,0:01:18,57.14%,71.43%
/2008/09/veep_veep.html,35,1.29,0:00:16,28.57%,71.43%
/2008/11/are_political_scientists_stupi.html,35,1.29,0:01:34,71.43%,71.43%
/2008/11/the_republican_partys_blind_sp_1.html,35,1,0:00:00,28.57%,100.00%
/2008/12/the_internet_and_the_obama_cam.html,35,1.57,0:00:58,85.71%,85.71%
/2009/01/i_didnt_vote_becausethe_stars.html,35,1.14,0:00:03,71.43%,85.71%
/2009/02/post_159.html,35,3.86,0:08:57,42.86%,28.57%
/2009/02/post_162.html,35,1.14,0:00:16,71.43%,85.71%
/2009/02/post_163.html,35,1,0:00:00,85.71%,100.00%
/2009/03/how_much_did_racial_prejudice.html,35,1.57,0:01:13,85.71%,85.71%
/2009/03/josiah_obers_democracy_and_kno.html,35,1.14,0:01:44,57.14%,85.71%
/2009/03/popularity.html,35,1.86,0:03:07,57.14%,71.43%
/2009/03/reasonable_doubt_unanimity_and_1.html,35,1.71,0:00:29,28.57%,57.14%
/2009/04/economic_hardship_and_the_2008.html,35,1.86,0:04:12,42.86%,85.71%
/2009/04/happy_passover_everybody.html,35,1.14,0:00:09,85.71%,85.71%
/2009/04/solutions_in_search_of_problem.html,35,1.57,0:00:39,71.43%,71.43%
/2009/05/the_next_supreme_court_justice.html,35,1,0:00:00,57.14%,100.00%
/2009/06/free_articles_on_the_deplorabl.html,35,1,0:00:00,100.00%,100.00%
/2009/06/the_most_litigious_people_in_t.html,35,1,0:00:00,85.71%,100.00%
/2009/07/academic_homepages.html,35,1.14,0:00:58,42.86%,85.71%
/2009/07/did_us_public_diplomacy_after.html,35,1.14,0:00:00,100.00%,85.71%
/2009/07/post_217.html,35,1.14,0:00:31,71.43%,85.71%
/2009/07/whats_happening_with_political.html,35,1.43,0:01:13,42.86%,71.43%
/2009/07/why_should_we_have_polls_part.html,35,1.43,0:00:25,85.71%,57.14%
/2009/08/post_230.html,35,1.71,0:04:48,71.43%,42.86%
/2009/09/bringing_home_the_bacon_an_alt.html,35,1.71,0:02:55,14.29%,42.86%
/2009/09/do_oral_arguments_affect_supre.html,35,1.43,0:01:28,71.43%,85.71%
/2009/09/more_on_the_missile_shield_why.html,35,1.29,0:00:14,57.14%,71.43%
/2009/09/not_so_much_of_a_bueno_de_mesq.html,35,1.14,0:02:16,28.57%,85.71%
/2009/09/post_232.html,35,1,0:00:00,85.71%,100.00%
/2009/09/rethinking_electoral_volatilit.html,35,1,0:01:09,100.00%,85.71%
/2009/09/what_would_you_do_to_improve_a.html,35,1.43,0:00:53,42.86%,71.43%
/2009/10/congratulatiions_to_lin_ostrom.html,35,1.43,0:05:02,28.57%,57.14%
/2009/10/the_end_of_wikipedia_i_can_see.html,35,1.14,0:00:13,85.71%,85.71%
/2009/10/the_guitar_groups_are_on_the_w.html,35,1.71,0:00:21,14.29%,57.14%
/2009/11/coburn_and_conservative_media.html,35,1.14,0:00:31,85.71%,85.71%
/2009/11/think_again_the_un_human_right.html,35,1,0:00:00,100.00%,100.00%
/2009/12/marx_not_v_smith.html,35,4.29,0:00:43,14.29%,28.57%
/2009/12/netroots_v_wonkosphere.html,35,1,0:00:00,71.43%,100.00%
/2009/12/weekend_frivolity_muppets_bohe.html,35,1,0:00:00,71.43%,100.00%
/2010/01/authoritarianism_democracy_and.html,35,1.14,0:00:30,71.43%,85.71%
/2010/01/beware_of_oped_columnists_talk.html,35,1.29,0:00:07,28.57%,71.43%
/2010/01/independent_is_just_another_wo.html,35,2,0:02:16,85.71%,71.43%
/2010/01/perry_v_schwarzenegger.html,35,1.14,0:00:01,57.14%,85.71%
/2010/01/reconciliation_revisited.html,35,1.43,0:01:52,71.43%,57.14%
/2010/01/ungate_my_heart.html,35,1.14,0:02:26,71.43%,85.71%
/2010/02/a_hypothesis_about_the_effect.html,35,1,0:00:00,57.14%,100.00%
/2010/02/punishing_your_own_representat.html,35,1.14,0:01:23,42.86%,85.71%
/2010/02/the_sigelman_number.html,35,1.86,0:00:10,42.86%,71.43%
/2010/03/a_whole_new_kind_of_zstatistic.html,35,1.14,0:00:01,71.43%,85.71%
/2010/03/read_my_lips_voters_do_not_car.html,35,1.29,0:00:49,42.86%,71.43%
/2010/03/soon_there_will_be_100000_un_p.html,35,1.43,0:03:12,71.43%,85.71%
/2010/04/candidate_occupations_as_decis.html,35,1.29,0:00:15,57.14%,71.43%
/2010/04/john_cleese_on_extremism.html,35,1.29,0:00:01,71.43%,71.43%
/2010/04/the_polish_tragedy_as_a_test_o.html,35,1,0:00:00,71.43%,100.00%
/2010/04/were_obamas_recess_appointment.html,35,1.71,0:00:22,42.86%,42.86%
/2010/05/rosa_delauro_is_a_hipster.html,35,1,0:00:00,85.71%,100.00%
/2010/06/another_unintended_consequence.html,35,1.29,0:01:43,71.43%,85.71%
/2010/06/chait_on_noonan.html,35,1.14,0:00:19,57.14%,85.71%
/2010/06/does_obama_care_about_leading.html,35,1.29,0:00:00,57.14%,85.71%
/2010/06/stopping_ethnic_cleansing_in_kyrgyzstan.html,35,1.71,0:07:11,71.43%,42.86%
/2010/07/mister_p_predicts_the_kagan_vo.html,35,2,0:00:18,28.57%,71.43%
/2010/07/what_the_russia_spy_swap_tells.html,35,1.14,0:00:00,100.00%,85.71%
/2010/07/wikileaks_data.html,35,2.14,0:02:58,28.57%,71.43%
/2010/08/the_partisanship_of_the_govern.html,35,1.29,0:03:23,57.14%,71.43%
/2010/09/adrian_fenty_as_a_writein.html,35,1.14,0:00:03,71.43%,85.71%
/2010/10/charlie_cook_on_public_polls_d.html,35,1,0:00:00,71.43%,100.00%
/2010/10/observations_on_the_amtrak_ace.html,35,1.29,0:04:12,42.86%,85.71%
/2010/10/tea_party_candidates_are_quali.html,35,1.29,0:00:06,71.43%,85.71%
/2010/10/thank_you_david_brooks.html,35,1.29,0:00:17,42.86%,71.43%
/2010/10/the_gender_gap.html,35,1,0:00:00,71.43%,100.00%
/2010/10/the_multiple_meanings_of_conse.html,35,2,0:00:48,42.86%,85.71%
/2010/10/the_polls_are_not_a_random_wal.html,35,1,0:00:00,42.86%,100.00%
/2010/11/dont_believe_the_reasons_peopl.html,35,1.43,0:01:03,85.71%,57.14%
/2010/11/exit_polls_claim_deficit_a_top.html,35,1.14,0:01:23,57.14%,85.71%
/2010/11/forbes_magazine_names_the_monk.html,35,1.71,0:03:02,42.86%,71.43%
/2010/11/just_chaid.html,35,1.29,0:03:36,57.14%,71.43%
/2010/11/the_imf_vs_the_ecb_there_can_b.html,35,1.14,0:00:16,57.14%,85.71%
/2010/11/the_international_and_domestic.html,35,1.14,0:04:05,42.86%,85.71%
/2010/11/where_are_the_missing_6_game_w.html,35,2.43,0:06:05,42.86%,57.14%
/2010/11/why_it_can_be_rational_to_vote.html,35,1,0:00:00,71.43%,100.00%
/2010/12/karl_marx_vs_adam_smith.html,35,1.29,0:00:04,57.14%,85.71%
/2010/12/response_to_paul_pierson_and_j.html,35,1.14,0:00:16,57.14%,85.71%
/2010/12/russian_potpourri.html,35,1.29,0:01:39,57.14%,85.71%
/2010/12/testing_laws_via_randomized_co.html,35,1.71,0:01:43,42.86%,57.14%
/2010/12/why_do_opposition_parties_boyc.html,35,1,0:00:00,71.43%,100.00%
/2011/01/100_academics_call_for_new_mid.html,35,1,0:00:00,71.43%,100.00%
/2011/01/atmospheric_politics.html,35,1.43,0:04:15,57.14%,71.43%
/2011/01/collaboration_with_the_apsa_po.html,35,1.86,0:03:02,57.14%,28.57%
/2011/01/congress_vs_president.html,35,1.71,0:01:58,57.14%,71.43%
/2011/01/more_on_academia_and_admission.html,35,1.14,0:00:01,28.57%,85.71%
/2011/01/trends_in_partisanship_by_stat.html,35,1.14,0:00:00,100.00%,85.71%
/2011/01/what_difference_does_civility_.html,35,1.29,0:02:48,85.71%,71.43%
/2011/02/is_bahrain_the_next_andijan_uz.html,35,1.14,0:00:08,71.43%,85.71%
/2011/02/the_egyptian_revolution_on_twi.html,35,2,0:06:20,85.71%,71.43%
/2011/02/weekend_frivolity_revolution_e.html,35,1.29,0:00:16,42.86%,71.43%
/2011/03/ncaa_tourney_pools_are_not_gam.html,35,1.14,0:01:49,57.14%,85.71%
/2011/03/news_sites_as_bad_wikis.html,35,1,0:00:00,71.43%,100.00%
/2011/03/political_science_research_on_.html,35,1.71,0:01:28,57.14%,42.86%
/2011/03/same-sex-married_state_senator.html,35,1,0:00:00,71.43%,100.00%
